Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
Kia,Carens,2021,21.99,Electric,Manual,3600,289.4,64.2,9.3,60467,5,3852243,3378699
Ford,Figo,2007,23.08,Hybrid,Automatic,2400,199.4,28.0,7.7,18561,7,1329405,540070
Hyundai,Creta,2017,28.23,Electric,Manual,2700,236.1,56.6,5.1,167119,5,801512,498119
Tata,Harrier,2015,25.11,Electric,Manual,1500,159.0,27.2,8.2,141191,4,3634084,1430715
Kia,Sonet,2017,23.07,Electric,Automatic,3700,290.1,56.8,6.1,54072,7,1962148,707354
Mahindra,XUV300,2017,18.94,Diesel,Manual,3700,295.3,0.0,5.6,69642,5,1102319,689976
Nissan,Kicks,2004,21.44,CNG,Automatic,1400,146.7,0.0,7.0,46088,5,651680,130336
BMW,X1,2007,16.27,Electric,Automatic,1700,164.4,24.4,5.2,188594,7,2719482,922037
Skoda,Rapid,2014,28.0,Electric,Manual,3900,302.9,25.9,9.2,138429,7,1423729,590236
Renault,Triber,2018,27.22,Electric,Manual,1600,150.8,63.2,7.8,43866,4,2216935,1529458
Mercedes,C-Class,2010,26.07,Petrol,Manual,3400,280.9,0.0,8.2,130343,4,3200913,1526651
Nissan,Magnite,2017,11.6,CNG,Automatic,1700,167.2,0.0,8.1,152345,6,1812084,1221056
Tata,Harrier,2014,25.28,Electric,Automatic,1000,104.1,21.3,9.2,123135,4,3058941,611788
Tata,Nexon,2013,14.5,Diesel,Manual,1800,146.1,0.0,7.9,87761,4,3136839,1791212
Mahindra,Thar,2011,24.65,Hybrid,Manual,1900,149.6,51.1,8.9,132578,5,2100363,420072
Honda,Amaze,2002,10.17,Hybrid,Automatic,1800,174.1,62.9,7.4,53603,7,2931701,586340
Kia,Sonet,2008,24.14,Electric,Manual,3100,254.8,55.5,8.2,191651,4,1600126,320025
Tata,Altroz,2003,16.09,Electric,Automatic,2900,237.0,40.2,9.8,132824,6,3617706,723541
Mercedes,GLA,2011,10.87,Petrol,Automatic,3400,265.8,0.0,7.5,176509,6,3449241,689848
Skoda,Slavia,2008,22.94,Diesel,Automatic,900,109.8,0.0,7.5,35773,7,2471582,494316
Mercedes,GLA,2020,12.64,Electric,Manual,3900,311.4,63.5,8.9,199177,6,3612765,2712509
Toyota,Innova,2019,23.28,CNG,Automatic,1200,137.6,0.0,9.8,74194,5,1542779,1108731
Mercedes,A-Class,2001,16.65,Hybrid,Automatic,3700,293.2,44.2,9.5,126599,5,3142635,628527
Skoda,Slavia,2015,26.17,Diesel,Automatic,3800,285.7,0.0,8.1,39463,5,2197631,1374158
Tata,Altroz,2007,20.04,Hybrid,Manual,3500,253.9,61.7,8.0,112902,6,3909284,781856
Nissan,Magnite,2003,14.14,Petrol,Automatic,3400,261.5,0.0,5.1,165557,5,2033947,406789
Toyota,Innova,2010,27.5,Electric,Manual,2900,244.1,45.4,6.1,118660,4,2755212,1002466
Tata,Safari,2002,22.77,Hybrid,Automatic,1000,111.3,50.9,8.0,159924,4,2228172,445634
Hyundai,Venue,2001,28.03,Hybrid,Automatic,1600,141.6,45.7,5.3,170968,5,2877613,615565
Hyundai,Venue,2012,16.59,Electric,Manual,3900,316.4,67.6,8.0,25798,4,3280015,1185999
Kia,Carens,2001,20.48,Electric,Automatic,1400,133.1,78.3,9.7,83897,4,3079354,615870
Toyota,Innova,2008,29.61,Electric,Manual,2200,200.7,70.0,8.5,59144,6,1038191,254427
Renault,Triber,2006,17.76,Diesel,Automatic,2200,197.9,0.0,9.2,87739,6,603180,120636
Hyundai,Creta,2014,17.48,Diesel,Manual,3000,247.9,0.0,8.1,102745,7,1840204,708698
Tata,Tiago,2021,24.72,Petrol,Manual,3900,298.9,0.0,8.8,142074,6,1186227,928079
BMW,X1,2000,29.53,Hybrid,Manual,1900,179.0,60.1,7.0,91764,7,2699961,539992
Hyundai,Verna,2013,13.23,CNG,Automatic,1200,112.6,0.0,5.3,189318,5,2884813,1740171
Skoda,Kushaq,2025,14.82,Electric,Manual,2400,190.7,69.5,7.9,67243,4,2413836,2413836
Mahindra,XUV300,2017,29.32,Diesel,Manual,3600,274.3,0.0,9.4,92791,7,3345057,1277395
Honda,City,2011,26.33,Electric,Manual,1000,89.8,40.9,8.7,164928,7,2083120,416624
Maruti,WagonR,2011,25.85,Electric,Automatic,1700,152.8,61.3,7.2,140625,6,1366839,273367
Renault,Duster,2024,22.33,Diesel,Manual,1500,132.6,0.0,8.2,101968,4,1767255,1655560
Toyota,Glanza,2005,18.38,Diesel,Manual,2100,196.8,0.0,6.2,81148,5,3813675,1457025
Maruti,Swift,2015,23.81,Electric,Automatic,3300,270.7,27.7,8.9,115512,5,1282015,662619
Honda,Amaze,2009,12.01,Electric,Manual,3800,289.6,67.5,6.1,126368,4,1417998,635377
Ford,Aspire,2005,27.94,Electric,Automatic,2600,215.4,78.7,5.1,167322,5,3504464,700892
Mercedes,E-Class,2013,22.23,Hybrid,Automatic,1700,171.4,34.5,6.2,8686,4,560054,112010
Mahindra,XUV700,2021,14.81,Hybrid,Manual,2200,205.4,24.7,5.4,126752,5,2241275,1670293
MG,Hector,2024,25.78,CNG,Automatic,1400,152.3,0.0,8.8,12723,6,400430,374224
Honda,Jazz,2006,22.88,Hybrid,Manual,1700,167.6,40.4,8.7,97533,6,3456912,919645
Renault,Triber,2025,16.83,Hybrid,Manual,900,105.8,75.4,7.7,116786,5,2275397,2275397
BMW,X3,2004,25.56,Hybrid,Manual,800,81.6,23.6,5.0,183317,4,897104,179420
Tata,Tiago,2009,24.65,Petrol,Automatic,2700,200.6,0.0,6.4,157910,4,1205623,567307
Ford,Figo,2017,12.39,Petrol,Manual,2700,222.8,0.0,8.2,195375,7,2561775,1159292
Mercedes,GLA,2003,12.99,Electric,Automatic,1500,124.3,23.7,5.8,124636,4,2647169,529433
MG,Astor,2015,14.17,Electric,Automatic,1300,127.4,24.3,8.0,57642,5,864218,317394
Hyundai,i20,2015,18.47,Electric,Automatic,1100,115.9,73.1,5.0,130810,5,3377435,2188077
Mercedes,GLA,2014,10.39,Diesel,Manual,4000,310.4,0.0,5.4,128592,5,2681473,1156174
Toyota,Yaris,2023,16.55,Electric,Automatic,1800,146.6,58.0,7.7,29434,5,2883264,2598998
BMW,X1,2023,16.84,CNG,Automatic,2700,215.0,0.0,6.3,125677,6,2440333,2118818
Kia,Carens,2019,11.25,Electric,Manual,2900,219.3,47.7,7.6,26669,6,1308856,862156
Mercedes,E-Class,2011,14.54,Hybrid,Automatic,3600,299.9,49.5,5.3,155605,5,521788,109734
Toyota,Fortuner,2014,19.9,Petrol,Manual,2700,236.1,0.0,7.1,195676,5,3506294,1898160
Toyota,Yaris,2021,19.58,Electric,Manual,2500,209.6,25.6,5.6,73731,7,2391089,1976441
Maruti,Baleno,2008,19.13,Electric,Automatic,3300,266.1,35.2,7.9,47762,7,831162,166232
Honda,City,2016,28.25,Petrol,Manual,1000,88.5,0.0,8.8,80216,5,3532905,1855150
Mahindra,Thar,2005,19.49,Hybrid,Automatic,3200,269.6,32.2,7.0,117443,7,1457382,511898
Toyota,Yaris,2013,16.71,CNG,Manual,2000,181.7,0.0,7.2,82236,4,513960,222661
Mahindra,Thar,2015,21.95,Hybrid,Manual,3700,304.0,70.1,7.3,76106,7,2152861,638609
Renault,Triber,2014,28.61,Electric,Manual,2000,184.3,77.2,8.0,162719,6,2371417,677374
Hyundai,i10,2012,12.55,Diesel,Automatic,3000,248.5,0.0,9.0,192857,4,2132819,426563
Mercedes,A-Class,2007,10.33,CNG,Automatic,2500,189.6,0.0,8.8,167093,5,3138156,627631
BMW,X3,2016,12.63,Hybrid,Automatic,1400,120.7,22.3,6.0,192104,5,3366092,1856591
Hyundai,i20,2015,11.94,Hybrid,Automatic,1800,177.6,52.5,7.5,96119,4,1547686,1063253
BMW,5 Series,2006,23.43,Electric,Manual,1200,127.6,36.9,8.4,139122,4,3591705,718341
Mahindra,Bolero,2004,15.78,Hybrid,Manual,1300,107.5,29.7,10.0,133788,7,2067260,413452
Mahindra,Scorpio,2022,13.21,CNG,Automatic,3000,230.5,0.0,7.6,56679,4,2289164,1865324
Nissan,Sunny,2002,10.77,Diesel,Manual,1300,132.6,0.0,5.4,120152,6,422874,84574
MG,Gloster,2007,10.78,CNG,Automatic,1600,162.6,0.0,6.4,190493,4,2771651,554330
BMW,5 Series,2004,17.34,Electric,Automatic,1700,133.8,28.0,6.3,109604,4,2391366,645244
MG,Astor,2017,23.9,Electric,Manual,3600,292.4,21.0,7.2,159851,4,2284367,989496
Maruti,Baleno,2002,29.73,Electric,Automatic,3700,267.2,65.4,6.4,175763,5,2462309,492461
Skoda,Kushaq,2012,26.29,Electric,Automatic,3100,264.6,36.9,8.4,164581,4,1656179,845676
Mahindra,Thar,2022,17.42,CNG,Manual,1100,101.7,0.0,6.0,113861,4,3937017,3313028
Skoda,Rapid,2015,13.71,Electric,Manual,3900,310.9,23.0,7.8,113165,7,2591559,872482
Skoda,Rapid,2024,15.72,Diesel,Automatic,2400,207.0,0.0,8.8,166239,4,908896,868481
Kia,Seltos,2018,11.37,Diesel,Automatic,3900,306.8,0.0,5.2,83587,4,2631509,1493421
Tata,Nexon,2007,15.83,Hybrid,Manual,900,93.9,27.0,8.0,43894,6,2448563,811733
Toyota,Yaris,2001,10.07,Petrol,Manual,3900,319.6,0.0,6.4,99380,6,3784716,756943
Tata,Safari,2004,23.71,CNG,Manual,1300,119.7,0.0,5.7,44398,5,1163948,232789
Skoda,Slavia,2018,11.37,Hybrid,Manual,2700,230.7,40.7,9.8,110624,4,2151555,1414847
Tata,Altroz,2018,25.03,Hybrid,Manual,2300,180.9,51.5,6.2,50800,7,1566477,1080547
MG,Gloster,2018,28.18,CNG,Manual,3600,267.1,0.0,6.2,89007,6,480324,230205
MG,Hector,2023,23.25,Diesel,Automatic,1200,113.9,0.0,5.4,117737,5,1515208,1408002
Mahindra,Bolero,2004,26.94,Hybrid,Automatic,1900,171.2,73.2,7.9,166480,6,1420640,284128
Maruti,WagonR,2014,16.84,Diesel,Automatic,3100,231.0,0.0,6.7,101108,5,2669334,533866
Toyota,Fortuner,2014,12.79,Petrol,Manual,2500,218.2,0.0,5.1,100880,5,460698,186149
Mahindra,Thar,2021,10.48,Electric,Manual,1800,167.7,23.6,7.6,6002,6,1015237,819795
BMW,5 Series,2005,18.83,Diesel,Automatic,3700,286.9,0.0,7.4,106908,7,2481440,524047
Kia,Carens,2001,19.06,Hybrid,Automatic,3400,266.1,52.0,9.7,148978,6,1782674,356534
Honda,WRV,2015,20.95,Electric,Manual,2100,187.2,27.0,6.5,174624,7,1993570,555539
Nissan,Magnite,2015,21.46,Hybrid,Automatic,2700,229.7,66.3,9.9,33486,5,1107144,408296
Hyundai,i10,2006,27.64,Hybrid,Automatic,3900,318.4,35.4,9.1,12794,5,1973506,394701
Renault,Kwid,2022,16.69,Petrol,Automatic,4000,325.3,0.0,6.6,6679,6,2942093,2424117
Toyota,Glanza,2013,25.61,Hybrid,Automatic,3700,294.9,29.3,6.9,133473,4,3748143,758840
Mahindra,Bolero,2025,22.51,Diesel,Manual,1700,163.2,0.0,7.7,78346,4,3186532,3186532
Honda,Jazz,2014,29.89,Electric,Manual,1400,120.3,22.8,7.2,78269,6,1876185,454284
Tata,Harrier,2008,13.85,Diesel,Automatic,3400,265.3,0.0,9.0,92178,4,2254744,450948
BMW,X1,2009,18.25,Electric,Manual,2600,205.1,62.8,7.5,82727,4,724571,187068
Maruti,Alto,2005,22.09,Diesel,Automatic,1100,133.2,0.0,8.8,74073,6,3153091,630618
Toyota,Yaris,2003,23.38,CNG,Automatic,3800,285.0,0.0,5.3,152798,7,3807631,761526
Tata,Altroz,2025,27.39,Electric,Automatic,3200,237.8,23.8,5.5,185720,6,869538,869538
Mercedes,A-Class,2018,14.5,CNG,Manual,1600,131.0,0.0,9.7,32214,6,3321804,2342983
Renault,Triber,2007,14.6,CNG,Automatic,2800,214.8,0.0,6.0,139813,7,3027558,953772
BMW,X1,2025,23.04,Hybrid,Automatic,3900,308.3,55.7,9.4,116689,4,3903991,3903991
Ford,Aspire,2004,19.18,Electric,Manual,3800,305.9,51.6,9.3,111334,4,2281452,456290
BMW,X1,2006,18.32,Diesel,Automatic,3100,238.9,0.0,5.5,43887,7,2607635,521527
Ford,Figo,2004,15.85,CNG,Manual,2600,200.4,0.0,5.4,79422,6,3512790,811730
Mercedes,A-Class,2008,15.72,Petrol,Automatic,1600,131.2,0.0,7.4,126466,7,881419,327903
Mahindra,Bolero,2009,13.71,Petrol,Manual,2300,184.3,0.0,9.6,42796,5,999333,317840
Maruti,Alto,2014,10.47,Diesel,Manual,3700,302.6,0.0,7.5,114012,4,729936,446154
Toyota,Fortuner,2000,25.87,Electric,Manual,3100,232.9,75.6,9.0,60938,5,1102882,220576
Nissan,Kicks,2008,14.58,Hybrid,Manual,3800,273.6,69.9,8.0,48163,4,1412720,282544
Maruti,WagonR,2002,20.65,Petrol,Manual,3900,309.0,0.0,6.5,121118,5,2710369,542073
Skoda,Rapid,2005,25.25,CNG,Automatic,2600,232.3,0.0,5.9,90855,6,847605,169521
Maruti,Dzire,2016,24.99,Diesel,Manual,3900,290.7,0.0,8.7,141527,4,2150951,1492718
Renault,Kwid,2025,22.16,Hybrid,Automatic,2600,230.9,65.9,9.7,74476,6,1531501,1531501
Hyundai,Verna,2017,24.97,CNG,Manual,3900,299.0,0.0,5.4,29194,6,694076,449189
Honda,City,2012,15.9,Petrol,Automatic,1800,158.1,0.0,7.7,128912,4,2177134,1297459
Hyundai,Creta,2000,26.55,Hybrid,Automatic,3700,285.6,36.3,7.6,131033,4,3443659,688731
Honda,City,2015,18.16,Hybrid,Manual,2100,160.7,38.5,6.2,45314,4,2279820,1233669
BMW,X3,2022,17.38,Diesel,Manual,1900,177.2,0.0,9.0,129527,6,3993174,3078156
Tata,Safari,2007,28.15,Petrol,Manual,2200,203.0,0.0,9.1,172126,4,665570,249861
Maruti,Swift,2011,20.04,Diesel,Manual,2500,192.9,0.0,5.1,154746,6,2360784,472156
Honda,City,2010,16.33,Diesel,Manual,800,98.3,0.0,5.5,82795,4,996372,199274
Renault,Triber,2007,20.7,CNG,Automatic,3500,281.1,0.0,9.2,57552,4,1292195,258439
Nissan,Magnite,2008,15.52,Electric,Manual,1700,147.5,55.8,6.0,190123,6,3673396,949160
Skoda,Rapid,2005,28.57,Diesel,Manual,2600,214.9,0.0,6.3,111935,4,578050,115610
Honda,WRV,2017,25.66,Diesel,Automatic,1700,152.3,0.0,5.3,158359,4,2345547,1074843
Kia,Seltos,2001,15.29,Electric,Automatic,1500,125.7,61.9,6.6,147910,4,913986,182797
Honda,Jazz,2013,20.75,Electric,Manual,3100,231.2,65.4,7.9,49558,6,1305625,264073
Nissan,Magnite,2022,10.86,Hybrid,Automatic,1100,107.5,38.8,5.4,162312,7,2985827,2374208
MG,Gloster,2013,13.42,Electric,Manual,1000,116.5,49.3,8.0,161736,6,3696082,1072681
Ford,Figo,2005,26.42,Diesel,Automatic,3500,290.6,0.0,6.3,127857,5,1837322,555662
Tata,Tiago,2010,21.71,CNG,Automatic,3600,289.4,0.0,5.2,57970,7,473551,94710
Honda,WRV,2000,21.46,Electric,Automatic,1600,151.6,48.3,9.8,190954,6,1252719,310845
Honda,City,2017,23.52,Diesel,Manual,1300,129.4,0.0,8.0,141092,4,2102558,1021204
Honda,WRV,2025,16.73,Electric,Automatic,2800,223.0,53.3,8.0,6668,7,2828889,2828889
Ford,Aspire,2022,14.34,Diesel,Manual,2100,178.9,0.0,8.8,13157,7,791313,702346
Ford,Ecosport,2022,18.44,CNG,Automatic,4000,315.7,0.0,7.9,40222,7,2983304,2601101
Renault,Triber,2020,29.09,Petrol,Manual,2200,201.1,0.0,5.5,90151,6,1029625,787377
Honda,WRV,2024,12.59,CNG,Manual,3400,253.4,0.0,7.7,177571,4,645145,621940
Skoda,Rapid,2015,12.95,Diesel,Automatic,1300,112.5,0.0,6.6,70324,5,519403,230079
Mahindra,Thar,2024,19.32,Diesel,Automatic,3800,281.0,0.0,5.8,142138,7,3192491,3036669
Toyota,Yaris,2008,14.82,Petrol,Manual,3300,245.6,0.0,5.2,65278,7,2804869,560973
Kia,Carens,2002,25.12,CNG,Manual,3000,220.2,0.0,8.5,157824,7,2710988,542197
Tata,Tiago,2021,28.19,CNG,Automatic,2500,195.8,0.0,5.7,185409,6,3210114,2687846
Kia,Sonet,2000,18.17,Hybrid,Automatic,900,85.3,78.4,9.3,115963,6,1116325,223265
Toyota,Yaris,2008,14.05,CNG,Automatic,3300,272.5,0.0,5.7,127697,6,2464004,492800
Skoda,Slavia,2023,11.96,Petrol,Manual,2000,178.1,0.0,9.8,40820,7,2978015,2502662
Hyundai,Verna,2023,14.82,Hybrid,Automatic,1300,138.4,28.9,7.7,134705,5,2705301,2341226
Skoda,Rapid,2025,21.25,Hybrid,Automatic,3900,310.8,39.3,6.3,126638,7,1779793,1779793
Maruti,WagonR,2016,17.17,Diesel,Manual,1900,147.6,0.0,5.2,141849,5,2244647,1011837
Mercedes,A-Class,2012,13.27,Hybrid,Automatic,800,99.7,35.9,7.6,180107,6,3525750,1973674
Kia,Carens,2008,13.12,Petrol,Manual,1700,140.2,0.0,7.0,29424,4,640124,303916
Hyundai,Venue,2018,19.28,Hybrid,Automatic,2600,231.7,70.6,6.3,99795,5,2558465,1233148
Maruti,Alto,2024,17.86,Electric,Automatic,800,101.3,34.2,5.9,132516,4,2700199,2606295
Nissan,Magnite,2016,20.11,Hybrid,Automatic,900,98.6,64.0,7.0,72139,5,670935,377568
Tata,Safari,2000,21.94,Diesel,Manual,800,101.4,0.0,8.5,114220,4,1837521,367504
Kia,Carens,2023,26.76,Diesel,Manual,1900,183.7,0.0,8.7,78828,6,3780202,3425881
Nissan,Kicks,2000,19.76,CNG,Manual,800,96.2,0.0,7.4,197678,6,2931837,586367
Honda,City,2016,19.05,Electric,Manual,3300,240.6,35.2,7.4,184916,4,786784,525143
Tata,Tiago,2023,18.14,Electric,Manual,3500,277.4,47.1,7.7,90420,7,2984219,2740377
MG,Astor,2004,18.1,Hybrid,Manual,4000,308.9,52.2,6.1,94903,6,3535979,707195
Nissan,Kicks,2010,14.83,Hybrid,Automatic,2700,201.0,70.9,7.0,166271,5,2339421,467884
Maruti,Alto,2009,13.73,Electric,Manual,3500,270.7,57.1,8.1,141229,4,2545702,994291
Maruti,Baleno,2024,16.58,Electric,Manual,1200,122.6,78.3,6.8,169560,5,3097154,3002073
Ford,Ecosport,2008,27.57,Diesel,Automatic,1000,125.3,0.0,9.6,23148,4,1405640,281128
BMW,5 Series,2004,15.72,Hybrid,Automatic,1400,132.5,65.1,7.2,178252,5,3178059,635611
BMW,X3,2020,19.13,Diesel,Manual,1400,118.2,0.0,7.3,112766,4,2280953,1645285
Mercedes,GLA,2010,25.41,Diesel,Manual,1100,106.8,0.0,6.6,178828,5,1195922,239184
Maruti,Baleno,2011,29.05,Petrol,Manual,1100,95.7,0.0,8.8,17083,7,3145430,629086
Honda,Amaze,2022,18.04,Hybrid,Automatic,3400,284.1,49.5,6.1,143749,7,444337,354914
Mercedes,C-Class,2009,18.96,Hybrid,Manual,3800,279.1,30.8,9.2,189783,6,599353,170971
Hyundai,i20,2021,15.93,Electric,Automatic,2700,207.5,42.7,8.4,87221,6,3653091,3136190
Mercedes,C-Class,2003,17.98,Diesel,Automatic,3100,259.9,0.0,5.1,94282,7,3694471,738894
Skoda,Slavia,2000,25.39,Petrol,Manual,2400,206.5,0.0,8.1,178875,4,2913522,582704
Mercedes,A-Class,2013,26.86,Electric,Manual,3500,269.7,56.7,6.3,51534,6,1430208,742022
Maruti,Dzire,2007,27.06,Electric,Automatic,2000,161.5,39.3,9.1,146694,6,3060133,612026
Renault,Duster,2023,13.1,CNG,Manual,3300,261.0,0.0,9.8,70260,5,2872484,2548087
Hyundai,Verna,2021,15.27,CNG,Manual,1200,104.7,0.0,6.5,144097,6,1670280,1426125
Tata,Safari,2004,28.97,Petrol,Automatic,1300,146.2,0.0,5.6,192256,4,634349,126869
Honda,WRV,2007,19.11,Electric,Automatic,3600,268.5,28.3,7.1,161775,5,1456062,291212
Mercedes,A-Class,2009,27.54,Diesel,Manual,2800,225.8,0.0,6.6,85270,6,2742165,548433
Ford,Figo,2022,27.44,Hybrid,Automatic,3800,278.8,29.2,9.9,150991,7,2395644,1891620
Tata,Safari,2009,14.53,Hybrid,Automatic,1700,172.0,24.3,9.3,50013,5,3713107,742621
Hyundai,i10,2015,11.26,Hybrid,Automatic,3000,230.9,29.8,7.5,122432,4,1857066,857311
Toyota,Yaris,2009,12.17,Petrol,Automatic,2900,236.4,0.0,8.5,51044,7,1820416,678663
Honda,Jazz,2021,29.23,Diesel,Automatic,800,79.9,0.0,10.0,166959,6,3720983,2729725
Tata,Nexon,2014,16.7,Diesel,Automatic,3200,270.8,0.0,9.8,154262,4,969639,602856
Maruti,Dzire,2001,27.56,Diesel,Automatic,4000,326.1,0.0,7.0,16813,6,2082865,416573
Honda,City,2018,14.67,CNG,Manual,2300,177.8,0.0,5.6,71618,6,1601366,1081866
MG,Hector,2014,25.59,CNG,Manual,2900,229.7,0.0,7.0,187137,6,3844986,768997
Hyundai,Creta,2023,24.73,Hybrid,Automatic,2000,177.2,64.7,7.0,102631,5,1160443,999197
Nissan,Sunny,2007,24.72,Diesel,Manual,3600,285.7,0.0,8.3,190694,7,2513370,502674
Mercedes,A-Class,2012,21.57,Hybrid,Manual,3700,285.3,21.6,8.5,196088,7,3600661,720132
Mahindra,XUV300,2006,24.33,Hybrid,Automatic,2500,192.7,44.2,9.8,64267,7,3982065,796413
Mercedes,A-Class,2007,23.79,Petrol,Manual,1600,147.3,0.0,9.2,33318,5,2808624,1237583
Honda,Jazz,2005,29.84,Diesel,Automatic,2100,199.9,0.0,5.8,19083,6,765485,153097
Skoda,Rapid,2000,10.32,Hybrid,Automatic,3600,260.6,62.3,8.2,152194,6,3261788,652357
Toyota,Innova,2003,18.49,Hybrid,Manual,1600,152.0,64.0,8.2,173724,4,2006786,401357
MG,Hector,2004,27.81,CNG,Automatic,3300,250.2,0.0,5.9,163951,4,2310925,462185
BMW,3 Series,2006,26.65,Electric,Automatic,2300,179.8,59.4,5.3,47585,7,850674,170134
Kia,Sonet,2008,29.7,CNG,Manual,1000,122.0,0.0,5.0,127972,7,746363,151578
Ford,Ecosport,2018,26.02,Hybrid,Manual,2400,186.8,44.4,5.4,157930,6,3145826,2439454
MG,Hector,2018,18.09,Electric,Manual,2500,190.2,53.5,7.6,7346,7,2276452,1682207
Toyota,Glanza,2023,10.1,Diesel,Automatic,3800,295.6,0.0,8.7,18208,6,1121430,950505
Honda,Amaze,2021,10.33,Petrol,Automatic,3400,282.9,0.0,5.5,152435,4,2044841,1600467
Hyundai,Creta,2019,24.74,Hybrid,Manual,3800,303.4,74.8,5.1,123137,7,708671,520662
Maruti,WagonR,2023,13.63,CNG,Manual,1200,111.0,0.0,6.9,78493,4,1025356,934928
Skoda,Rapid,2000,21.5,Hybrid,Automatic,3600,267.7,64.0,8.9,146565,7,1982025,396405
MG,Hector,2011,14.8,Hybrid,Automatic,1900,167.4,24.6,9.3,195222,7,3829777,765955
Mercedes,GLA,2017,18.18,Hybrid,Automatic,3600,293.5,64.7,5.8,154147,6,903715,427622
Toyota,Yaris,2024,26.78,Hybrid,Manual,2200,204.2,42.5,6.0,87246,5,2703223,2558722
MG,Gloster,2017,26.93,Petrol,Manual,3600,284.4,0.0,7.2,189496,4,2432026,1122931
Skoda,Slavia,2009,23.87,Hybrid,Automatic,2500,203.6,46.3,5.2,197007,5,3492430,1644231
Honda,Amaze,2016,15.14,Hybrid,Automatic,3800,301.5,48.7,5.3,54622,4,3295251,2298578
Ford,Figo,2015,21.16,Hybrid,Automatic,3900,293.2,78.7,7.6,169098,4,571283,232235
BMW,X3,2006,19.98,Petrol,Manual,3700,267.2,0.0,7.7,87474,4,1890885,378300
Kia,Seltos,2008,28.59,Hybrid,Automatic,3000,244.7,46.5,8.9,127362,7,2482778,561487
Nissan,Sunny,2002,12.83,Hybrid,Automatic,2900,219.0,32.4,8.2,12981,5,1814072,362814
Mercedes,E-Class,2018,11.13,Petrol,Manual,2600,193.9,0.0,7.6,198501,5,3331918,2574703
Nissan,Kicks,2025,23.54,Electric,Manual,2500,225.4,49.0,9.5,190404,5,3907945,3907945
Toyota,Innova,2014,12.19,Hybrid,Automatic,3200,266.0,41.8,7.4,172466,4,1336019,707506
Renault,Kwid,2009,15.74,Electric,Manual,1700,139.2,32.0,7.1,147219,6,3986559,1037132
Nissan,Kicks,2007,12.12,Petrol,Manual,1500,125.9,0.0,8.7,122315,5,1398689,279737
Toyota,Glanza,2021,14.69,Electric,Automatic,1600,155.2,73.9,5.4,26958,6,1636153,1185047
Maruti,Baleno,2015,23.75,CNG,Automatic,2900,216.3,0.0,9.9,168129,5,2469368,956647
BMW,3 Series,2016,11.78,Diesel,Automatic,2900,213.8,0.0,9.5,168542,7,2671463,1689259
Hyundai,i10,2017,18.22,Electric,Manual,2200,202.3,79.6,9.5,68750,5,3361423,2411409
Ford,Ecosport,2010,25.61,Hybrid,Manual,2200,204.4,54.6,7.2,139528,5,1904931,676942
Ford,Aspire,2016,24.51,CNG,Manual,2800,225.7,0.0,5.8,65546,7,1373405,439651
Skoda,Kushaq,2000,27.52,Hybrid,Manual,1100,124.8,73.1,6.0,21843,5,2314152,462830
Kia,Carens,2006,12.82,Electric,Manual,900,110.4,62.7,5.4,28064,5,2812657,562531
Mahindra,XUV700,2009,24.7,CNG,Automatic,4000,319.6,0.0,6.8,40966,5,3598526,1653305
Kia,Carens,2014,15.89,Petrol,Manual,800,94.3,0.0,6.5,107563,7,2618479,1382018
Mercedes,A-Class,2013,14.38,Electric,Manual,3900,294.4,40.5,9.4,52404,5,687060,179584
Nissan,Magnite,2014,16.66,Electric,Manual,2100,165.7,69.7,9.5,123367,5,819258,531503
MG,Astor,2025,19.62,CNG,Automatic,3200,242.6,0.0,6.6,140362,7,2780066,2780066
Kia,Carens,2004,18.59,Diesel,Automatic,3100,228.6,0.0,7.1,36465,5,1070583,322228
Hyundai,Verna,2013,14.25,CNG,Manual,3600,262.3,0.0,8.1,186583,7,1010315,202063
Maruti,Baleno,2022,21.53,CNG,Automatic,3100,246.5,0.0,6.4,28123,5,2716725,2162209
BMW,X1,2021,18.39,Hybrid,Automatic,4000,325.5,65.2,5.9,16993,4,2801475,2112733
Renault,Duster,2022,11.82,Petrol,Automatic,2200,167.3,0.0,5.3,86237,6,1760323,1479396
Honda,WRV,2005,26.04,Diesel,Automatic,3900,306.3,0.0,5.4,195310,6,2394937,478987
Mercedes,C-Class,2008,25.11,CNG,Manual,2900,226.5,0.0,5.2,143002,7,2677537,535507
Renault,Triber,2013,21.28,Electric,Manual,2800,212.6,53.4,6.4,36932,7,1590079,640373
Toyota,Glanza,2007,13.59,Electric,Automatic,1000,93.3,48.2,7.7,143340,4,1181438,236287
Kia,Carens,2021,26.34,Electric,Automatic,2400,216.6,40.8,7.9,156956,7,3173366,2683110
MG,Hector,2004,14.87,Diesel,Automatic,3300,270.2,0.0,9.9,133066,7,3839268,767853
Skoda,Kushaq,2020,13.14,Diesel,Automatic,1900,164.7,0.0,6.8,62748,5,972718,751011
Ford,Figo,2009,13.09,Hybrid,Automatic,900,99.8,67.2,7.9,63134,7,3103525,620705
MG,Gloster,2008,18.2,Electric,Manual,2200,178.9,38.4,6.2,116265,7,1589859,647108
Nissan,Kicks,2011,12.43,Petrol,Automatic,2000,166.7,0.0,9.9,178227,5,582265,116453
